HC_1	HC_2	HC_3	HC_4	HC_5	HC_6	BCN_1	BCN_2	BCN_3	BCN_4	BCN_5	BCN_6	BCP_1	BCP_2	BCP_3	BCP_4	BCP_5	BCP_6	Peptides	Razor_unique_peptides	Unique_peptides	Sequence_coverage_	Unique_razor_sequence_coverage_	Unique_sequence_coverage_	Mol_weight_kDa_	Q_value	Score	Intensity	MS_MS_count	Peptide_counts_all_	Peptide_counts_razor_unique_	Peptide_counts_unique_	Number_of_proteins	Protein_IDs	Majority_protein_IDs	Protein_names	Gene_names	id	Fasta.headers
7.2856	7.48071	8.18261	7.73923	7.57381	7.42452	7.90495	7.41881	7.50487	7.76433	6.9359	7.43145	8.54355	8.07834	7.39826	8.33081	7.08185	7.10787	20	19	19	36.6	35.6	35.6	77.008	0	126.72	1114800000	67	20	19	19	1	P16452	P16452	Erythrocyte membrane protein band 4.2	EPB42	581	sp|P16452|EPB42_HUMAN Erythrocyte membrane protein band 4.2 OS=Homo sapiens OX=9606 GN=EPB42 PE=1 SV=3
9.12258	9.05206	8.89336	8.69765	9.44814	8.8367	8.79109	9.07633	8.91828	9.02442	8.84442	9.06749	7.52987	8.75805	8.25656	9.63874	9.05206	9.31062	16	16	16	34.1	34.1	34.1	53.053	0	323.31	16461000000	250	16	16	16	1	P16671	P16671	Platelet glycoprotein 4	CD36	583	sp|P16671|CD36_HUMAN Platelet glycoprotein 4 OS=Homo sapiens OX=9606 GN=CD36 PE=1 SV=2
8.2958	7.96485	8.44427	8.05623	8.90542	7.17844	8.55555	7.56593	8.12806	7.79338	7.81583	7.38775	7.70899	7.85503	8.20985	8.02622	8.13969	7.5376	31	31	31	33.4	33.4	33.4	129.29	0	161.47	3183800000	163	31	31	31	1	P17301	P17301	Integrin alpha-2	ITGA2	589	sp|P17301|ITA2_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1
7.52987	7.83322	7.57381	7.37203	7.83322	7.48865	7.36888	7.32457	7.25216	7.59586	7.69453	7.3935	8.1628	7.70624	7.01869	7.99514	7.25816	7.19396	18	18	18	35.6	35.6	35.6	75.693	0	65.17	827640000	59	18	18	18	1	P18054	P18054	"Arachidonate 12-lipoxygenase, 12S-type"	ALOX12	600	sp|P18054|LOX12_HUMAN Polyunsaturated fatty acid lipoxygenase ALOX12 OS=Homo sapiens OX=9606 GN=ALOX12 PE=1 SV=4
9.85047	9.85047	9.27816	9.44814	9.99859	9.4001	9.31062	9.09682	9.27816	8.9941	8.86936	8.90542	8.40471	7.26203	7.00875	9.71025	9.09682	9.27816	73	73	73	58.2	58.2	58.2	123.8	0	323.31	39022000000	876	73	73	73	1	P18206	P18206	Vinculin	VCL	603	sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4
9.20343	7.15615	9.17961	7.25216	7.98949	7.34227	8.53404	9.8724	9.24926	9.53478	9.13332	9.85047	9.76595	8.7778	9.12258	9.60796	8.69765	8.20385	25	25	25	42.8	42.8	42.8	53.383	0	323.31	30386000000	353	25	25	25	1	P18428	P18428	Lipopolysaccharide-binding protein	LBP	604	sp|P18428|LBP_HUMAN Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3
7.14144	7.06383	7.23009	7.76856	7.34569	7.06383	6.83293	7.45537	7.40147	7.70624	7.37203	7.3343	8.37338	7.42784	7.98277	7.02696	6.92748	7.39826	18	18	18	73.6	73.6	73.6	28.804	0	205.87	3848900000	89	NaN	NaN	NaN	3	P18669;P15259;Q8N0Y7	P18669	Phosphoglycerate mutase 1	PGAM1	608	sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2
7.63044	7.76856	7.2927	7.10787	7.88437	7.35033	7.2927	7.74705	6.95796	7.85503	6.86382	7.55698	7.74705	7.95742	7.52217	7.61971	7.58977	7.59586	11	10	10	41.4	39.2	39.2	40.923	0	59.572	791660000	49	11	10	10	1	P19086	P19086	Guanine nucleotide-binding protein G(z) subunit alpha	GNAZ	611	sp|P19086|GNAZ_HUMAN Guanine nucleotide-binding protein G(z) subunit alpha OS=Homo sapiens OX=9606 GN=GNAZ PE=1 SV=3
7.26968	7.33816	7.12453	7.56593	7.76433	7.75371	7.2856	7.6718	7.11934	7.42452	7.3935	7.95742	7.64379	7.724	7.78102	7.89958	7.51819	6.95279	18	17	16	22.4	21	19.8	102.48	0	64.485	578580000	46	NaN	NaN	NaN	2	P19367;Q2TB90	P19367	Hexokinase-1	HK1	612	sp|P19367|HXK1_HUMAN Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3
6.69798	6.8536	7.38775	7.15615	7.10787	7.60124	7.52593	7.13571	7.3935	7.41078	8.20985	8.36517	7.3343	8.39647	8.59671	6.94331	7.8698	7.42452	8	8	8	18.6	18.6	18.6	61.409	0	20.972	536300000	33	NaN	NaN	NaN	5	P19440;A6NGU5;P36268;Q14390;B5MD39	P19440;A6NGU5;P36268	Gamma-glutamyltranspeptidase 1;Gamma-glutamyltranspeptidase 1 heavy chain;Gamma-glutamyltranspeptidase 1 light chain;Putative gamma-glutamyltranspeptidase 3;Putative gamma-glutamyltranspeptidase 3 heavy chain;Putative gamma-glutamyltranspeptidase 3 light chain;Inactive gamma-glutamyltranspeptidase 2	GGT1;GGT3P;GGT2	614	sp|P19440|GGT1_HUMAN Glutathione hydrolase 1 proenzyme OS=Homo sapiens OX=9606 GN=GGT1 PE=1 SV=2;sp|A6NGU5|GGT3_HUMAN Putative glutathione hydrolase 3 proenzyme OS=Homo sapiens OX=9606 GN=GGT3P PE=5 SV=2;sp|P36268|GGT2_HUMAN Inactive glutathione hydrolase
7.28046	7.26515	7.69453	7.0552	6.69798	7.98277	8.1628	8.18261	7.86398	7.80243	8.27782	8.71903	7.35291	8.32015	8.9465	7.46654	8.33528	6.77546	6	4	4	40.3	31.8	31.8	23.602	0	128.68	1652600000	59	6	4	4	1	P19652	P19652	Alpha-1-acid glycoprotein 2	ORM2	615	sp|P19652|A1AG2_HUMAN Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2
8.20385	7.84877	8.56057	8.61359	7.71415	8.7778	8.61359	8.65561	8.57187	8.09608	8.8367	8.61359	8.95438	8.41337	8.82317	7.724	7.56258	7.4929	21	21	21	29	29	29	106.46	0	155.29	4162200000	216	NaN	NaN	NaN	2	P19823;CON__Q9TRI1	P19823	Inter-alpha-trypsin inhibitor heavy chain H2	ITIH2	616	sp|P19823|ITIH2_HUMAN Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=2
7.54181	7.6237	8.11465	8.27091	7.40147	8.45464	8.27091	8.51051	8.32015	7.44654	8.82317	8.41337	8.86936	8.47666	8.66145	7.71415	7.91114	6.83293	19	19	19	29.7	29.7	29.7	101.39	0	216.63	2572200000	176	NaN	NaN	NaN	2	P19827;CON__Q0VCM5	P19827	Inter-alpha-trypsin inhibitor heavy chain H1	ITIH1	617	sp|P19827|ITIH1_HUMAN Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3
8.58409	8.88305	8.61359	8.27782	8.54867	7.724	8.46159	8.47666	8.59671	7.56922	8.22107	7.83902	7.88971	8.52683	7.26203	6.83293	8.58934	8.61359	16	16	16	35.2	35.2	35.2	52.739	0	213.26	4710100000	154	16	16	16	1	P20073	P20073	Annexin A7	ANXA7	621	sp|P20073|ANXA7_HUMAN Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3
7.83902	8.22107	7.26203	7.55698	8.11465	7.37203	7.68525	6.65663	6.8536	6.95796	7.79338	7.73411	8.34973	7.58595	8.03461	8.59671	7.54607	7.37926	8	8	2	37	37	12.5	23.593	0	59.209	3617300000	59	8	8	2	1	P20340	P20340	Ras-related protein Rab-6A	RAB6A	625	sp|P20340|RAB6A_HUMAN Ras-related protein Rab-6A OS=Homo sapiens OX=9606 GN=RAB6A PE=1 SV=3
10.5781	10.6367	10.1938	10.0588	11.0093	10.0588	9.99859	10.0304	9.93493	9.76595	10.0304	9.34063	9.06749	9.17961	8.23178	11.1264	10.1037	10.3112	170	170	157	70.5	70.5	68.4	280.74	0	323.31	2.98E+11	2978	NaN	NaN	NaN	2	P21333;O75369	P21333	Filamin-A	FLNA	635	sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4
7.41881	7.42784	7.71415	6.88899	7.54607	7.39826	7.47634	6.75778	7.63848	7.08641	7.32936	7.56258	8.10851	7.57945	8.27782	8.10851	6.87326	6.90827	10	10	10	55.5	55.5	55.5	30.772	0	68.249	807400000	37	10	10	10	1	P21796	P21796	Voltage-dependent anion-selective channel protein 1	VDAC1	639	sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2
9.22764	9.53478	9.10553	9.09682	9.42149	8.9465	8.89336	9.16623	9.17961	9.13332	9.00573	9.01776	8.67153	8.89336	6.88899	8.98153	9.13332	9.24926	6	6	6	25.4	25.4	25.4	25.416	0	200.04	19500000000	121	6	6	6	1	P21926	P21926	CD9 antigen	CD9	640	sp|P21926|CD9_HUMAN CD9 antigen OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=4
7.24872	7.09185	7.34569	7.42784	7.21767	7.78102	6.97389	7.44654	7.43145	7.20201	7.48071	6.59321	8.24061	7.34227	7.69453	6.97389	7.06383	7.16855	8	8	8	10.7	10.7	10.7	117.85	0	19.772	218010000	23	8	8	8	1	P22314	P22314	Ubiquitin-like modifier-activating enzyme 1	UBA1	645	sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3
7.68932	7.63561	7.19396	6.98689	7.70024	7.36888	7.77516	7.7194	7.28046	6.87326	7.213	7.52217	7.57381	7.39826	7.63848	7.68525	7.07097	7.2927	8	8	8	56.6	56.6	56.6	17.298	0	34.071	1555500000	63	NaN	NaN	NaN	3	P22392;O60361;P15531	P22392;O60361	Nucleoside diphosphate kinase B;Putative nucleoside diphosphate kinase	NME2;NME2P1	647	sp|P22392|NDKB_HUMAN Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2 PE=1 SV=1;sp|O60361|NDK8_HUMAN Putative nucleoside diphosphate kinase OS=Homo sapiens OX=9606 GN=NME2P1 PE=5 SV=1
7.47282	7.45121	7.01869	7.10006	7.65573	7.64682	7.41078	7.15615	7.46654	7.50877	7.13571	7.20746	7.98949	7.63848	7.12453	7.34227	7.46191	6.966	12	12	4	37.6	37.6	17.7	40.622	0	28.745	462420000	40	12	12	4	1	P22694	P22694	cAMP-dependent protein kinase catalytic subunit beta	PRKACB	650	sp|P22694|KAPCB_HUMAN cAMP-dependent protein kinase catalytic subunit beta OS=Homo sapiens OX=9606 GN=PRKACB PE=1 SV=2
7.13571	7.04999	7.26968	7.2856	7.19784	7.26515	6.95279	6.9359	7.44654	6.92748	7.25816	7.39106	8.33528	7.43988	7.25816	7.7194	7.36112	7.29927	8	8	8	27.6	27.6	27.6	48.442	0	50.622	289140000	20	8	8	8	1	P22695	P22695	"Cytochrome b-c1 complex subunit 2, mitochondrial"	UQCRC2	651	"sp|P22695|QCR2_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3"
8.95438	9.13332	8.40471	8.58409	9.0878	8.48587	8.58934	8.23178	8.26492	6.95279	7.91797	8.30801	7.25216	7.94645	7.87632	8.64434	8.25656	8.70929	40	40	40	47.5	47.5	47.5	126.6	0	323.31	7405500000	286	40	40	40	1	P23229	P23229	Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain;Processed integrin alpha-6	ITGA6	658	sp|P23229|ITA6_HUMAN Integrin alpha-6 OS=Homo sapiens OX=9606 GN=ITGA6 PE=1 SV=5
7.73923	7.95742	7.76433	7.70899	8.18759	7.46191	7.30946	7.4929	7.66267	7.46191	7.57945	7.43489	7.19396	7.7194	6.80728	8.40471	7.48071	8.27091	14	14	14	51.4	51.4	51.4	23.742	0	233.97	9090400000	163	14	14	14	1	P23284	P23284	Peptidyl-prolyl cis-trans isomerase B	PPIB	660	sp|P23284|PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2
9.43285	9.49311	9.00573	9.21447	9.7874	9.06749	8.95438	8.9941	8.86936	8.75805	8.75805	8.66145	6.966	8.61359	7.31517	9.01776	8.74113	9.43285	16	16	16	70.5	70.5	70.5	18.502	0	323.31	24175000000	295	NaN	NaN	NaN	2	P23528;Q9Y281	P23528	Cofilin-1	CFL1	665	sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3
7.12453	7.04404	7.14664	7.30631	7.26515	7.50487	7.11346	7.02696	7.32936	8.10851	7.08641	7.87632	7.9235	6.99599	7.64682	7.6237	7.04999	7.19784	7	7	7	31.6	31.6	31.6	28.908	0	68.931	240660000	20	7	7	7	1	P24539	P24539	"ATP synthase F(0) complex subunit B1, mitochondrial"	ATP5F1	668	"sp|P24539|AT5F1_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2"
7.50877	7.30946	7.21767	7.48865	7.61005	7.54181	7.71415	7.29927	7.02696	7.01869	7.6718	6.69798	7.67554	7.4929	7.43145	8.90542	7.56922	6.65663	19	19	19	42.8	42.8	42.8	60.518	0	131.03	1561800000	66	19	19	19	1	P24557	P24557	Thromboxane-A synthase	TBXAS1	669	sp|P24557|THAS_HUMAN Thromboxane-A synthase OS=Homo sapiens OX=9606 GN=TBXAS1 PE=1 SV=3
7.04404	6.77546	7.4855	7.55306	6.95796	7.45121	7.6718	7.23351	7.22199	6.91745	8.14571	7.67554	7.6237	7.13105	8.02622	7.17431	7.54987	6.98159	12	12	12	48.7	48.7	48.7	34.258	0	59.193	1388200000	78	12	12	12	1	P25311	P25311	Zinc-alpha-2-glycoprotein	AZGP1	671	sp|P25311|ZA2G_HUMAN Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2
8.18759	8.20985	7.88437	7.50877	8.53404	6.69798	7.37617	6.72841	6.90827	7.53242	7.10006	7.45537	7.30631	7.83322	7.36112	9.13332	7.3935	7.73923	24	24	24	51.7	51.7	51.7	59.75	0	297.61	3694900000	134	NaN	NaN	NaN	24	P25705;A0A133PUC0;A0A2X2K0T9;A0A380DY55;Q6GEX0;Q6G7K5;Q5HE95;Q2YUJ9;Q2FWE8;Q2FF22;P99111;P63676;P63675;A8YY72;A7X4U5;A6U3J0;A6QIU9;A5IUQ0;A0A8D9SEB8;A0A7U7EZD3;A0A6A8FG73;A0A2X2WY80;A0A0E1XAQ2;A0A0D1JNT4	P25705	"ATP synthase subunit alpha, mitochondrial"	ATP5A1	672	"sp|P25705|ATPA_HUMAN ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1"
8.72984	8.75805	8.57962	8.65561	8.85564	8.54867	8.52683	8.33528	8.68113	8.69181	8.24524	8.51817	7.23991	8.38869	7.53242	8.42119	8.9941	8.64434	48	48	36	69.3	69.3	51.3	67.819	0	323.31	14258000000	520	48	48	36	1	P26038	P26038	Moesin	MSN	679	sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3
7.0359	7.12453	7.48865	7.78769	7.17431	7.71415	7.4074	7.52593	6.65663	7.18473	7.30285	7.82222	6.94331	7.61971	8.24061	7.08185	7.15615	6.89817	3	3	3	27.7	27.7	27.7	11.728	0	7.3431	143480000	12	3	3	3	1	P26447	P26447	Protein S100-A4	S100A4	680	sp|P26447|S10A4_HUMAN Protein S100-A4 OS=Homo sapiens OX=9606 GN=S100A4 PE=1 SV=1
7.20746	7.11934	7.36888	7.42452	7.23689	7.20746	7.08185	7.55698	7.54987	7.82222	6.59321	7.50487	7.52593	6.89817	7.89958	7.66267	7.21767	7.14144	7	7	7	16.2	16.2	16.2	50.118	0	24.438	450920000	36	7	7	7	1	P26641	P26641	Elongation factor 1-gamma	EEF1G	684	sp|P26641|EF1G_HUMAN Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3
9.49311	9.7874	9.32449	9.27816	9.73909	9.24926	9.26253	9.3553	9.5192	9.43285	9.17961	9.07633	9.10553	9.0878	8.81313	9.76595	9.44814	9.7874	20	20	20	64.6	64.6	64.6	31.73	0	323.31	40969000000	462	20	20	20	1	P27105	P27105	Erythrocyte band 7 integral membrane protein	STOM	685	sp|P27105|STOM_HUMAN Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3
7.7194	7.45537	8.196	7.70624	7.22546	8.05623	7.88971	8.91828	8.18261	7.97161	8.38099	7.04404	8.71903	8.58934	8.71903	8.62037	8.66145	7.57945	10	10	10	48.5	48.5	48.5	39.731	0	104.52	2876500000	116	10	10	10	1	P27169	P27169	Serum paraoxonase/arylesterase 1	PON1	686	sp|P27169|PON1_HUMAN Serum paraoxonase/arylesterase 1 OS=Homo sapiens OX=9606 GN=PON1 PE=1 SV=3
7.95202	8.04878	7.63848	7.60624	8.06923	7.76433	6.69798	7.73411	7.04404	7.71415	7.49799	7.06383	8.30153	7.70899	6.86382	7.8698	7.68089	7.94645	14	9	9	47.3	36.3	36.3	27.764	0	141.01	1348100000	61	14	9	9	1	P27348	P27348	14-3-3 protein theta	YWHAQ	688	sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1
7.46976	7.68089	7.82537	7.35033	7.39106	7.56258	7.52217	8.10112	7.97797	8.56057	8.37338	7.4074	7.84266	8.24524	7.4074	7.49799	8.58409	8.37338	6	6	6	28.1	28.1	28.1	29.625	0	29.578	1382400000	66	6	6	6	1	P27701	P27701	CD82 antigen	CD82	692	sp|P27701|CD82_HUMAN CD82 antigen OS=Homo sapiens OX=9606 GN=CD82 PE=1 SV=1
7.87632	8.23178	7.54987	7.80775	8.28273	7.5008	7.97161	7.41569	7.77516	7.78102	7.41881	7.71415	7.66267	7.69453	8.11974	8.70929	7.47282	7.88971	16	16	16	53.7	53.7	53.7	48.141	0	121.95	4560200000	135	16	16	16	1	P27797	P27797	Calreticulin	CALR	693	sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1
7.36112	7.55698	7.31517	7.11934	7.6237	7.79844	7.64379	7.66267	7.65119	7.07722	7.61971	7.23351	7.20746	7.10006	7.20201	8.60522	7.17431	7.74705	17	17	17	33.1	33.1	33.1	67.567	0	211.02	1255000000	61	NaN	NaN	NaN	2	P27824;O14967	P27824	Calnexin	CANX	694	sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2
10.3662	9.9583	10.5294	10.3662	10.1549	10.6367	10.3112	10.1254	10.1037	10.1549	9.7874	10.3662	10.5294	10.3662	9.99859	7.12453	9.93493	10.3662	21	21	21	38.2	38.2	38.2	51.276	0	323.31	2.73E+11	620	21	21	21	1	P27918	P27918	Properdin	CFP	695	sp|P27918|PROP_HUMAN Properdin OS=Homo sapiens OX=9606 GN=CFP PE=1 SV=2
7.5008	7.51819	7.23351	7.60124	7.4855	7.3343	7.11934	7.35033	7.01869	7.16127	7.78769	7.60624	7.54181	7.18473	8.07834	7.10787	7.29605	7.6237	16	16	16	34.3	34.3	34.3	67.56	0	34.81	336890000	29	16	16	16	1	P29350	P29350	Tyrosine-protein phosphatase non-receptor type 6	PTPN6	708	sp|P29350|PTN6_HUMAN Tyrosine-protein phosphatase non-receptor type 6 OS=Homo sapiens OX=9606 GN=PTPN6 PE=1 SV=1
7.27493	7.22199	7.53242	7.69453	7.24872	6.72841	7.37203	7.38217	7.28913	7.86398	7.54181	7.29605	7.37926	7.28913	7.91797	7.23009	7.59586	7.56258	39	39	39	71.6	71.6	71.6	67.877	0	323.31	22576000000	187	39	39	39	1	P29401	P29401	Transketolase	TKT	710	sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3
8.60522	8.26492	7.93754	8.20985	8.56057	8.34973	8.13969	7.82537	7.68089	7.5008	7.37617	7.34227	7.17844	7.32936	7.61005	8.10112	7.82222	7.68932	17	17	17	77.2	77.2	77.2	25.035	0	231.82	3446800000	163	17	17	17	1	P30041	P30041	Peroxiredoxin-6	PRDX6	715	sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3
8.43198	8.63407	7.99514	7.96485	8.70929	7.73923	8.22107	7.04404	7.83902	7.73923	7.39106	7.55306	7.36112	7.63561	8.33081	9.0878	7.36888	8.31557	26	26	26	60	60	60	56.782	0	265.61	4916000000	233	26	26	26	1	P30101	P30101	Protein disulfide-isomerase A3	PDIA3	720	sp|P30101|PDIA3_HUMAN Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4
7.4855	7.73411	7.77516	7.93754	7.41569	7.42784	7.27493	7.24872	7.55698	7.07097	6.87326	7.10787	7.50877	7.35291	7.10787	6.98159	7.65119	6.72841	7	7	7	34.8	34.8	34.8	21.676	0	16.468	469500000	31	7	7	7	1	P30626	P30626	Sorcin	SRI	725	sp|P30626|SORCN_HUMAN Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1
8.16855	8.24061	7.15114	7.79338	8.12806	7.0359	7.46654	7.4855	7.8698	7.73411	6.95796	7.4855	7.11346	6.87326	7.5376	7.84877	7.73923	7.45537	23	23	22	61.7	61.7	59.1	42.741	0	323.31	11718000000	176	NaN	NaN	NaN	2	P30740;O75830	P30740	Leukocyte elastase inhibitor	SERPINB1	726	sp|P30740|ILEU_HUMAN Leukocyte elastase inhibitor OS=Homo sapiens OX=9606 GN=SERPINB1 PE=1 SV=1
8.42119	8.24943	8.04195	8.22107	8.51051	8.08705	8.04878	8.03042	8.20985	7.88437	7.84266	7.19784	7.09185	6.95796	7.41078	7.96485	7.75371	8.2958	20	20	20	42.5	42.5	42.5	51.026	0	127.79	5774300000	168	20	20	20	1	P31146	P31146	Coronin-1A	CORO1A	730	sp|P31146|COR1A_HUMAN Coronin-1A OS=Homo sapiens OX=9606 GN=CORO1A PE=1 SV=4
7.51352	7.41881	6.966	7.213	7.65119	7.5376	6.90827	7.75705	7.45121	7.56258	7.83322	7.61508	7.53242	7.07722	6.98689	7.36888	6.91745	7.22199	22	12	12	63.5	41.4	41.4	50.582	0	41.581	548430000	40	22	12	12	1	P31150	P31150	Rab GDP dissociation inhibitor alpha	GDI1	731	sp|P31150|GDIA_HUMAN Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2
7.61971	7.88971	7.88971	8.07834	8.0624	7.85503	7.73411	7.90495	7.88971	7.82537	7.06383	7.08185	7.39106	7.30631	7.44654	7.58977	7.7194	7.91797	14	7	7	52.4	35	35	28.082	0	140.26	1603100000	76	14	7	7	1	P31946	P31946	"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed"	YWHAB	736	sp|P31946|1433B_HUMAN 14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3
7.31517	7.13105	7.29605	7.41881	7.20201	7.24872	7.39826	7.77516	7.29605	7.15615	6.92748	7.22199	6.99599	7.26968	7.93102	7.37203	7.41569	7.39106	5	5	5	20.2	20.2	20.2	42.621	0	10.697	243220000	17	5	5	5	1	P35237	P35237	Serpin B6	SERPINB6	753	sp|P35237|SPB6_HUMAN Serpin B6 OS=Homo sapiens OX=9606 GN=SERPINB6 PE=1 SV=3
6.72841	7.15114	7.70624	6.79448	6.84221	7.38217	8.24061	8.31557	8.15334	7.34569	8.01042	7.63848	8.57187	8.63407	8.51051	7.24539	7.88437	6.99599	3	3	3	27.7	27.7	27.7	14.746	0	20.683	1051100000	35	3	3	3	1	P35542	P35542	Serum amyloid A-4 protein	SAA4	756	sp|P35542|SAA4_HUMAN Serum amyloid A-4 protein OS=Homo sapiens OX=9606 GN=SAA4 PE=1 SV=2
9.44814	9.73909	9.06749	9.15493	10.1254	8.9669	9.21447	8.58934	9.32449	9.24926	8.90542	8.38099	7.78769	8.16855	7.70899	11.0093	9.03818	8.95438	188	188	179	69.7	69.7	67.6	226.53	0	323.31	1.36E+11	1966	NaN	NaN	NaN	4	P35579;P35580;P35749;REV__Q9UKV3	P35579	Myosin-9	MYH9	757	sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4
7.02696	6.72841	7.7194	8.06923	6.89817	8.27782	8.34973	8.16855	7.97161	8.18261	7.25216	8.31557	8.9941	8.28273	9.16623	7.2856	7.57381	6.8536	10	4	4	51.5	17	17	30.65	0	30.494	2106900000	39	10	4	4	1	P36980	P36980	Complement factor H-related protein 2	CFHR2	772	sp|P36980|FHR2_HUMAN Complement factor H-related protein 2 OS=Homo sapiens OX=9606 GN=CFHR2 PE=1 SV=1
8.36517	8.40471	7.98949	8.39647	8.69765	8.40471	7.87632	7.61971	7.27493	7.2927	7.724	7.61005	7.58595	6.90827	7.82222	8.11974	7.41078	8.43935	10	10	10	56.3	56.3	56.3	22.391	0	213.86	3516900000	93	NaN	NaN	NaN	2	P37802;Q9UI15	P37802	Transgelin-2	TAGLN2	773	sp|P37802|TAGL2_HUMAN Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3
7.76856	7.58977	7.40147	7.41078	7.64379	7.22546	7.07097	7.25816	7.47634	6.83293	7.59586	7.77516	7.49799	7.45537	7.37617	7.22199	7.24539	7.23351	14	14	14	37.7	37.7	37.7	37.54	0	112.21	4145200000	70	14	14	14	1	P37837	P37837	Transaldolase	TALDO1	774	sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2
7.4929	7.25816	7.20201	7.04404	7.49799	7.09185	7.52987	7.59586	7.23991	8.08705	7.55698	7.37617	7.04999	7.28046	7.0359	7.26515	7.48865	7.45121	13	13	13	45.2	45.2	45.2	36.426	0	168.8	3413200000	63	13	13	13	1	P40925	P40925	"Malate dehydrogenase, cytoplasmic"	MDH1	786	"sp|P40925|MDHC_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4"
7.80243	7.63044	7.18473	7.31517	8.09608	7.34569	7.20746	6.59321	7.26968	7.3935	7.55306	7.35291	7.98277	6.86382	7.68932	8.32015	7.17844	7.61971	14	14	14	56.2	56.2	56.2	35.503	0	137.94	2627700000	113	14	14	14	1	P40926	P40926	"Malate dehydrogenase, mitochondrial"	MDH2	787	"sp|P40926|MDHM_HUMAN Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3"
